,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
112,38,5,2,2,1,1255,2,1,2,17,2,151,2.0,171.0,2.0,1,1
113,50,5,3,2,1,-403,1,2,2,17,2,130,2.0,119.0,2.0,1,1
114,42,6,1,3,1,2636,1,1,2,17,2,178,2.0,151.0,1.0,1,1
115,40,8,1,2,1,1029,2,2,2,17,2,117,2.0,117.0,3.0,1,1
116,38,1,1,2,1,0,1,1,1,17,2,599,2.0,158.0,8.0,2,1
117,57,3,1,2,1,1502,1,1,1,17,2,340,2.0,109.0,11.0,1,1
118,30,5,2,2,1,426,2,1,1,17,2,127,4.0,111.0,6.0,1,1
119,56,3,2,2,1,237,2,1,1,17,2,117,3.0,131.0,4.0,1,1
120,39,5,1,2,1,8,1,2,2,17,2,333,2.0,96.0,2.0,1,1
121,43,2,3,2,1,1043,2,1,2,17,2,57,4.0,119.0,3.0,1,1
122,42,2,1,2,1,1027,2,1,1,17,2,188,2.0,168.0,2.0,1,1
123,44,3,1,1,1,724,2,1,2,17,2,157,2.0,172.0,1.0,1,1
124,36,4,1,2,1,0,2,1,2,17,2,273,2.0,131.0,1.0,1,1
125,40,6,1,2,1,219,2,1,2,17,2,204,2.0,196.0,1.0,1,1
126,43,3,1,1,1,2767,2,1,2,17,2,374,1.0,186.0,7.0,1,1
127,40,5,1,2,1,1269,2,1,2,17,2,353,1.0,172.0,1.0,1,1
128,56,2,1,2,1,1150,1,2,2,17,2,107,1.0,117.0,3.0,1,1
129,37,5,1,2,1,5115,2,1,2,17,2,1210,2.0,171.0,4.0,1,2
130,56,3,2,1,1,1092,2,2,2,17,2,176,3.0,186.0,4.0,1,1
131,37,3,1,2,1,121,1,2,2,17,2,211,2.0,151.0,2.0,1,1
132,58,4,3,2,1,644,1,2,2,17,2,220,4.0,109.0,4.0,1,1
133,45,7,1,2,1,781,1,2,2,17,2,652,2.0,126.0,2.0,1,2
134,50,5,1,2,1,0,2,1,2,17,2,114,4.0,168.0,2.0,1,1
135,46,1,1,2,1,4958,2,1,2,17,2,64,3.0,150.0,5.0,2,1
136,35,2,3,2,1,204,2,1,2,17,2,295,1.0,186.0,9.0,2,1
137,40,4,1,2,1,755,1,1,2,17,2,408,1.0,117.0,1.0,1,1
138,43,5,1,1,1,1201,2,2,2,18,2,82,1.0,97.0,3.0,1,1
139,40,10,1,1,1,3059,2,2,2,18,2,41,1.0,182.0,1.0,1,1
140,36,8,1,3,1,4324,2,1,2,18,2,139,4.0,127.0,4.0,1,1
141,44,3,1,1,1,756,2,1,2,18,2,65,1.0,130.0,2.0,1,1
142,37,4,1,2,1,723,2,1,2,18,2,119,1.0,110.0,2.0,1,1
143,37,5,1,2,1,195,2,1,2,18,2,68,1.0,194.0,2.0,1,1
144,41,5,1,2,1,3275,2,1,2,18,2,121,1.0,168.0,1.0,2,1
145,42,7,1,1,1,2249,2,1,1,18,2,228,1.0,125.0,5.0,1,1
146,53,5,1,2,1,137,1,2,2,18,2,52,1.0,176.0,1.0,1,1
147,44,5,1,2,1,10888,2,1,2,18,2,67,1.0,105.0,1.0,1,1
148,41,1,1,2,1,4320,2,1,2,18,2,164,1.0,166.0,2.0,1,1
149,41,4,1,3,1,1461,2,1,2,18,2,290,1.0,165.0,2.0,3,1
150,48,3,1,2,1,4415,2,1,2,18,2,271,1.0,102.0,6.0,1,1
151,58,3,1,1,1,9339,2,1,1,18,2,52,3.0,172.0,3.0,2,1
152,56,5,1,2,1,589,2,1,2,18,2,208,1.0,26.0,3.0,3,1
153,34,4,1,2,1,559,2,1,1,18,2,47,1.0,193.0,1.0,2,1
154,39,1,2,1,1,283,2,1,2,18,2,346,1.0,179.0,3.0,2,1
155,36,5,1,2,1,154,2,1,2,18,2,231,1.0,96.0,2.0,2,1
156,47,3,3,1,1,428,2,1,2,18,2,116,1.0,167.0,1.0,2,1
157,42,1,2,2,1,-247,2,2,2,18,2,104,2.0,28.0,2.0,3,1
158,37,5,1,2,1,0,2,1,2,18,2,173,1.0,179.0,6.0,1,1
159,35,3,2,2,1,5260,2,1,2,18,2,59,1.0,182.0,2.0,1,1
160,33,5,2,2,1,1769,2,1,2,18,2,273,1.0,182.0,1.0,1,1
161,46,3,1,1,1,4301,2,2,2,18,2,50,1.0,183.0,2.0,1,1
162,46,5,1,2,1,68,2,2,2,18,2,111,2.0,155.0,3.0,1,1
163,36,1,3,2,1,454,2,1,2,18,2,165,1.0,131.0,1.0,1,1
164,32,4,2,2,1,53,2,1,2,18,2,276,1.0,195.0,1.0,1,1
165,38,3,2,1,1,1515,2,1,2,18,2,134,1.0,110.0,5.0,1,1
166,37,8,2,1,1,561,1,1,2,18,2,188,1.0,165.0,2.0,1,1
167,59,7,1,2,1,2429,1,2,2,18,2,79,2.0,182.0,7.0,1,1
168,40,2,3,2,1,1155,1,2,2,18,2,175,1.0,138.0,1.0,1,1
169,59,4,1,3,1,14,2,2,2,18,2,319,2.0,182.0,1.0,1,1
170,36,3,2,1,1,0,1,2,2,18,2,300,1.0,96.0,4.0,1,1
171,51,4,1,3,1,1194,2,1,2,18,2,714,1.0,186.0,3.0,1,1
172,45,4,2,2,1,91,1,2,2,18,2,149,1.0,127.0,2.0,1,1
173,38,3,2,1,1,427,2,1,2,18,2,253,1.0,182.0,1.0,1,1
174,42,4,1,2,1,1958,2,1,2,18,2,129,1.0,172.0,3.0,1,1
175,30,5,2,1,1,3,2,1,2,18,2,54,1.0,195.0,1.0,1,1
176,51,10,1,1,1,146,1,1,2,18,2,150,2.0,126.0,3.0,1,1
177,37,3,1,1,1,3770,2,1,2,18,2,106,1.0,110.0,4.0,1,1
178,41,2,1,2,1,446,2,1,2,18,2,296,1.0,186.0,1.0,3,1
179,33,1,3,2,1,661,2,1,2,18,2,411,1.0,173.0,2.0,2,1
180,30,5,2,2,1,4787,2,1,2,18,2,266,1.0,167.0,2.0,1,1
181,36,5,1,2,1,1345,2,1,2,18,2,82,1.0,172.0,3.0,1,1
182,58,3,1,1,1,0,2,1,2,18,2,265,1.0,188.0,1.0,1,1
183,42,4,1,3,1,2273,2,1,2,18,2,253,1.0,112.0,2.0,1,1
184,41,4,1,2,1,1100,2,1,2,18,2,397,1.0,173.0,2.0,1,1
185,43,5,1,2,1,764,2,1,2,18,2,164,5.0,127.0,5.0,1,1
186,34,3,2,1,1,1494,2,1,2,18,2,596,1.0,182.0,1.0,2,2
187,48,2,1,2,1,2877,2,1,2,18,2,77,1.0,168.0,1.0,1,1
188,30,5,2,2,2,-305,1,2,2,18,2,37,1.0,96.0,6.0,1,1
189,31,5,1,1,1,26,1,2,2,18,2,419,1.0,127.0,6.0,2,2
190,43,5,2,2,2,685,2,1,2,18,2,78,1.0,110.0,2.0,1,1
191,34,1,2,2,1,10,1,2,2,18,2,162,1.0,173.0,3.0,1,1
192,35,3,1,1,1,1041,1,1,2,18,2,586,1.0,120.0,3.0,2,1
193,36,1,2,2,1,1927,2,1,2,18,2,288,1.0,137.0,1.0,2,1
194,44,3,1,3,1,1880,2,1,2,18,2,34,1.0,124.0,6.0,1,1
195,45,5,3,2,1,5862,2,1,2,18,2,352,1.0,110.0,3.0,2,1
196,36,3,1,1,1,0,2,1,2,18,2,103,1.0,175.0,2.0,1,1
197,33,4,1,2,1,596,2,1,2,18,2,77,1.0,127.0,3.0,1,1
198,47,1,1,2,1,829,2,2,2,18,2,48,1.0,188.0,1.0,1,1
199,47,4,1,2,1,3237,2,1,2,18,2,38,1.0,187.0,3.0,1,1
200,35,5,1,2,1,222,2,1,2,18,2,233,1.0,190.0,6.0,1,1
201,39,1,1,2,1,3732,2,1,2,18,2,515,1.0,181.0,2.0,1,1
202,39,10,1,1,1,585,2,1,2,18,2,48,1.0,181.0,3.0,1,1
203,31,2,2,2,1,2038,2,1,2,18,2,239,1.0,182.0,1.0,1,1
204,37,6,2,1,1,1316,2,1,2,18,2,389,1.0,172.0,2.0,1,1
205,50,5,1,2,1,-353,2,2,2,18,2,162,1.0,175.0,2.0,1,1
206,39,3,3,1,1,5009,2,1,2,18,2,255,1.0,126.0,2.0,1,1
207,56,1,3,2,1,0,1,1,2,18,2,100,1.0,154.0,2.0,1,1
208,30,1,3,2,1,83,2,2,2,18,2,118,2.0,196.0,1.0,1,1
209,45,4,1,3,1,147,2,1,2,18,2,226,1.0,168.0,2.0,1,1
210,33,4,1,2,1,157,2,1,2,18,2,110,1.0,182.0,1.0,1,1
211,45,5,1,2,1,3395,2,1,2,18,2,92,1.0,188.0,1.0,1,1
212,39,8,1,3,1,694,2,2,2,18,2,91,1.0,168.0,2.0,2,1
213,37,4,2,2,1,690,2,1,2,18,2,105,1.0,179.0,2.0,1,1
214,37,2,2,2,1,54,2,1,2,18,2,328,2.0,131.0,1.0,1,1
215,33,5,2,1,1,179,2,1,2,18,2,432,2.0,181.0,4.0,2,1
216,40,2,2,2,1,326,2,1,2,18,2,124,1.0,175.0,1.0,1,1
217,45,5,1,2,1,1441,2,1,2,18,2,93,1.0,113.0,2.0,2,1
218,39,5,1,2,1,484,1,2,2,18,2,61,1.0,113.0,3.0,2,1
219,38,4,1,2,1,-288,2,2,2,18,2,68,1.0,165.0,2.0,1,1
220,41,5,1,2,1,2123,1,1,2,18,2,232,1.0,102.0,2.0,1,1
221,44,5,1,2,1,1901,1,1,2,18,2,143,3.0,104.0,2.0,1,1
222,41,4,1,2,1,1954,1,1,2,18,2,65,1.0,110.0,2.0,3,1
223,45,3,2,1,1,16,1,1,2,18,2,100,1.0,110.0,2.0,1,1
224,34,3,3,1,1,5754,2,1,2,18,2,32,1.0,181.0,1.0,1,1
225,52,1,3,2,1,2717,1,1,1,18,2,114,1.0,162.0,2.0,1,1
226,43,7,2,3,1,103,2,1,2,18,2,53,1.0,183.0,5.0,1,1
227,37,3,1,3,1,5427,1,1,2,18,2,201,1.0,159.0,1.0,1,1
228,37,3,2,1,1,1743,2,1,2,18,2,192,1.0,113.0,2.0,1,1
229,48,4,1,3,1,1092,1,2,2,18,2,79,1.0,172.0,8.0,1,1
230,35,3,1,1,1,4943,2,1,2,18,2,295,1.0,124.0,2.0,1,1
231,42,3,1,1,1,2110,1,2,2,18,2,67,1.0,110.0,2.0,1,1
232,34,3,1,1,1,63,1,1,2,18,2,83,1.0,102.0,2.0,1,1
233,32,4,2,2,1,118,2,1,2,18,2,216,1.0,124.0,1.0,3,1
234,50,10,2,1,1,21,2,1,2,18,2,157,1.0,188.0,1.0,1,1
235,30,3,1,1,1,900,1,1,2,18,2,123,1.0,124.0,2.0,1,1
236,32,1,1,2,1,1785,2,1,2,18,2,51,2.0,154.0,6.0,2,1
237,55,2,1,2,1,3546,2,2,2,18,2,588,1.0,110.0,2.0,1,1
238,32,3,1,1,1,1667,2,1,2,18,2,164,2.0,179.0,3.0,1,1
239,32,2,2,2,1,2251,2,2,2,18,2,131,1.0,124.0,1.0,1,1
240,31,1,2,2,1,2076,1,2,2,18,2,178,1.0,127.0,7.0,2,1
241,46,4,2,3,1,3046,2,2,2,18,2,84,1.0,183.0,1.0,2,1
242,44,5,1,2,1,533,2,1,2,18,2,127,1.0,110.0,2.0,1,1
243,36,4,1,2,1,2894,2,1,2,18,2,91,1.0,124.0,1.0,1,1
244,34,3,1,1,1,11,2,1,2,18,2,123,1.0,124.0,1.0,1,1
245,32,3,1,1,1,3107,2,2,2,18,2,165,2.0,116.0,1.0,1,1
246,48,4,1,2,1,3008,2,2,2,18,2,163,1.0,187.0,3.0,1,1
247,48,3,2,1,1,648,2,1,2,18,2,290,1.0,110.0,2.0,1,1
248,39,2,1,2,1,173,2,1,2,18,2,96,2.0,182.0,2.0,1,1
249,47,1,2,2,1,19,2,2,2,18,2,90,2.0,123.0,1.0,1,1
250,52,4,1,1,1,297,2,1,2,18,2,62,2.0,195.0,1.0,1,1
251,59,5,3,2,1,797,2,1,2,18,2,319,2.0,165.0,2.0,1,1
252,36,2,2,2,1,1482,2,1,2,18,2,177,2.0,174.0,1.0,2,1
253,38,7,1,1,1,678,1,2,2,18,2,82,2.0,152.0,1.0,1,1
254,54,4,1,2,1,506,2,1,2,18,2,172,2.0,104.0,2.0,1,1
255,51,3,1,1,1,-516,2,1,2,18,2,120,2.0,187.0,2.0,1,1
256,44,3,2,1,1,1356,1,2,2,18,2,264,2.0,134.0,2.0,2,1
257,47,4,1,3,1,1533,1,2,2,18,2,273,2.0,96.0,4.0,1,1
258,34,4,1,3,1,500,2,1,2,18,2,240,2.0,182.0,1.0,1,1
259,54,1,1,2,1,3729,1,2,2,18,2,597,2.0,116.0,1.0,2,1
260,30,4,1,2,1,246,2,1,2,18,2,166,2.0,113.0,5.0,1,1
261,43,3,2,1,1,-56,2,1,2,18,2,146,2.0,151.0,14.0,1,1
262,52,2,1,2,1,2257,2,1,1,18,2,102,2.0,188.0,1.0,1,1
263,36,4,1,2,1,402,1,2,2,18,2,86,2.0,154.0,1.0,1,1
264,39,3,1,2,1,517,2,1,2,18,2,387,3.0,196.0,2.0,1,1
265,32,3,2,1,1,0,2,1,2,18,2,244,2.0,168.0,1.0,2,1
266,46,3,1,1,1,0,1,1,2,18,2,716,2.0,110.0,3.0,2,2
267,45,3,2,1,1,5694,2,1,2,18,2,145,2.0,193.0,2.0,1,1
268,54,10,1,1,1,368,1,1,2,18,2,74,2.0,110.0,4.0,1,1
269,41,7,1,2,1,-1882,2,1,2,18,2,17,5.0,151.0,2.0,2,1
270,36,7,2,2,1,296,1,1,2,18,2,67,2.0,111.0,2.0,1,1
271,38,5,1,2,1,508,2,1,2,18,2,722,3.0,175.0,2.0,1,1
272,36,5,2,3,1,2169,2,1,2,18,2,133,2.0,110.0,3.0,2,1
273,44,5,1,2,1,2626,2,1,2,18,2,170,2.0,188.0,3.0,1,1
274,59,7,1,3,1,124,2,1,2,18,2,531,3.0,134.0,7.0,1,1
275,36,3,1,1,1,521,1,2,2,18,2,135,2.0,152.0,1.0,2,1
276,40,1,2,2,1,2854,2,1,2,18,2,354,2.0,169.0,1.0,1,1
277,30,2,3,2,1,0,2,2,2,18,2,174,2.0,111.0,3.0,1,1
278,34,4,1,2,1,932,1,2,2,18,2,148,2.0,132.0,1.0,2,1
279,42,3,2,1,1,1113,2,2,2,18,2,89,2.0,162.0,12.0,1,1
280,33,3,1,1,1,1522,2,1,2,18,2,171,2.0,179.0,3.0,1,1
281,44,2,1,2,1,-236,2,1,2,18,2,218,2.0,113.0,7.0,3,1
282,36,10,2,1,1,3560,1,1,2,18,2,658,3.0,169.0,2.0,1,1
283,42,4,3,2,1,898,2,1,2,18,2,136,2.0,131.0,1.0,1,1
284,36,5,3,2,1,556,2,1,2,18,2,154,3.0,189.0,1.0,1,1
285,53,10,1,2,1,1066,2,1,2,18,2,110,1.0,186.0,3.0,1,1
286,38,5,1,2,1,728,2,1,2,18,2,286,1.0,181.0,2.0,2,1
287,52,10,1,1,1,5350,2,2,2,18,2,68,2.0,110.0,4.0,3,1
288,40,5,1,2,1,7313,2,1,2,18,2,241,2.0,182.0,1.0,1,1
289,30,5,2,1,1,0,2,1,2,18,2,342,2.0,174.0,1.0,1,1
290,45,2,1,2,1,1550,2,1,2,18,2,143,2.0,166.0,6.0,1,1
291,38,2,1,2,1,4392,1,1,2,18,2,23,2.0,110.0,2.0,1,1
292,47,1,3,3,1,1095,2,1,2,18,2,171,1.0,110.0,2.0,2,1
293,33,4,1,2,1,328,2,1,2,18,2,160,2.0,182.0,1.0,1,1
294,41,8,3,3,1,22,2,1,2,18,2,238,3.0,126.0,4.0,2,1
295,51,3,1,1,1,1612,2,1,2,18,2,61,2.0,131.0,1.0,1,1
296,33,5,1,1,1,17455,2,2,2,18,2,168,3.0,179.0,4.0,1,1
297,32,4,1,2,1,491,2,1,2,18,2,131,3.0,194.0,2.0,1,1
298,47,5,1,2,1,826,2,1,1,18,2,195,3.0,112.0,8.0,2,1
299,32,2,1,2,1,3839,2,1,2,18,2,100,2.0,189.0,1.0,1,1
300,51,3,3,1,1,1937,2,1,2,18,2,185,4.0,152.0,11.0,2,1
301,40,3,2,2,1,9916,1,1,2,18,2,411,3.0,8.0,1.0,1,1
302,56,9,1,2,1,728,1,1,2,18,2,163,2.0,110.0,15.0,1,1
303,32,3,1,2,1,6217,2,2,2,18,2,486,2.0,181.0,2.0,1,1
304,41,1,1,2,1,1327,2,2,2,18,2,425,2.0,176.0,2.0,1,1
305,36,5,1,2,1,-179,2,1,2,18,2,476,2.0,124.0,1.0,1,1
306,46,4,1,2,1,942,1,1,2,18,2,240,3.0,119.0,2.0,1,1
307,34,4,1,2,1,3990,2,1,2,18,2,591,2.0,117.0,7.0,1,1
308,34,5,2,1,1,2047,2,1,2,18,2,72,2.0,113.0,5.0,1,1
309,44,4,3,2,1,-184,2,1,2,18,2,825,2.0,154.0,3.0,2,1
310,30,3,1,1,1,1185,2,1,2,18,2,342,2.0,120.0,4.0,1,1
311,30,1,2,2,1,2802,1,2,1,18,2,285,2.0,137.0,2.0,1,1
312,43,2,1,2,1,508,2,1,2,18,2,200,1.0,172.0,1.0,1,1
313,51,3,2,1,1,6030,2,1,2,18,2,157,2.0,110.0,3.0,1,1
314,45,5,3,2,1,-14,1,1,2,18,2,39,2.0,127.0,3.0,1,1
315,46,3,3,1,1,6269,2,1,1,18,2,249,3.0,112.0,2.0,1,1
316,30,4,1,2,1,1131,2,2,2,18,2,189,1.0,144.0,5.0,1,1
317,40,1,3,2,1,399,2,2,2,18,2,166,3.0,96.0,2.0,1,1
318,46,2,3,2,1,864,2,1,2,18,2,105,5.0,188.0,2.0,1,1
319,49,10,1,1,1,202,2,1,2,18,2,139,1.0,166.0,3.0,2,1
320,31,3,2,1,1,3142,2,1,2,18,2,235,1.0,123.0,1.0,1,1
321,53,9,1,2,1,1139,2,1,2,18,2,180,1.0,186.0,6.0,1,1
322,48,4,1,3,1,214,2,2,2,18,2,246,1.0,162.0,1.0,1,1
323,34,4,1,2,1,1412,2,2,2,18,2,149,1.0,175.0,2.0,1,1
324,35,5,1,2,1,2019,2,2,2,18,2,83,2.0,144.0,1.0,1,1
325,52,3,1,1,1,1295,2,1,2,18,2,121,1.0,123.0,1.0,2,1
326,31,3,1,1,1,1164,2,2,2,18,2,141,2.0,123.0,3.0,1,1
